id,cuisine
18009,japanese
28583,southern_us
41580,italian
29752,cajun_creole
35687,italian
38527,british
19666,italian
41217,chinese
28753,mexican
22659,russian
21749,italian
44967,greek
42969,indian
44883,italian
20827,southern_us
23196,jamaican
35387,italian
33780,italian
19001,russian
16526,southern_us
42455,japanese
47453,indian
42478,french
11885,british
16585,italian
29639,british
26245,thai
38516,korean
47520,italian
26212,italian
23696,mexican
14926,chinese
13292,italian
27346,italian
1384,chinese
15959,mexican
42297,russian
46235,indian
21181,indian
9809,spanish
22982,cajun_creole
23120,chinese
26743,french
12741,mexican
7050,greek
22437,greek
14760,spanish
10649,french
48065,vietnamese
39931,japanese
32935,italian
40142,thai
19103,indian
38267,italian
30512,italian
3324,filipino
26197,italian
384,japanese
47230,chinese
39748,jamaican
41038,italian
24878,mexican
42624,filipino
45706,korean
8874,italian
23878,greek
47234,italian
24075,thai
46323,italian
22562,italian
11358,italian
9201,indian
38620,jamaican
47638,italian
21238,indian
11053,japanese
46602,indian
13937,mexican
21876,southern_us
20798,chinese
24381,chinese
48178,italian
45832,italian
27560,korean
23247,italian
28975,british
43230,greek
9126,italian
13021,cajun_creole
28194,italian
25617,vietnamese
36125,southern_us
16454,italian
1607,chinese
38526,thai
18755,italian
12035,british
16047,greek
15419,italian
16971,indian
31459,italian
27888,french
13900,french
12376,vietnamese
1658,korean
29431,italian
22290,italian
28464,italian
37953,korean
20814,korean
35987,italian
2329,italian
43237,mexican
30647,irish
16675,italian
37722,indian
32438,chinese
20287,jamaican
43296,indian
6237,jamaican
48560,japanese
20810,mexican
34951,french
31850,thai
47745,cajun_creole
37815,vietnamese
9872,brazilian
5592,italian
27411,southern_us
39320,southern_us
40247,russian
19792,mexican
40754,italian
14365,mexican
14468,southern_us
47563,mexican
19611,russian
7163,italian
43069,irish
27505,filipino
36500,korean
25932,southern_us
817,spanish
8471,italian
48250,southern_us
9413,cajun_creole
12097,italian
8416,mexican
5892,italian
676,italian
47015,chinese
21891,southern_us
14630,italian
36195,chinese
25981,italian
39964,italian
28298,italian
31954,spanish
26620,italian
14932,southern_us
47426,italian
1038,italian
8077,southern_us
37141,chinese
45447,italian
