id,cuisine
18009,italian
28583,southern_us
41580,italian
29752,cajun_creole
35687,italian
38527,southern_us
19666,italian
41217,chinese
28753,mexican
22659,greek
21749,italian
44967,greek
42969,indian
44883,italian
20827,southern_us
23196,jamaican
35387,italian
33780,italian
19001,italian
16526,southern_us
42455,japanese
47453,indian
42478,french
11885,chinese
16585,italian
29639,british
26245,thai
38516,korean
47520,italian
26212,italian
23696,mexican
14926,chinese
13292,italian
27346,italian
1384,chinese
15959,mexican
42297,russian
46235,indian
21181,indian
9809,southern_us
22982,cajun_creole
23120,chinese
26743,italian
12741,mexican
7050,greek
22437,italian
14760,spanish
10649,jamaican
48065,chinese
39931,chinese
32935,italian
40142,thai
19103,indian
38267,italian
30512,italian
3324,southern_us
26197,italian
384,japanese
47230,chinese
39748,cajun_creole
41038,italian
24878,mexican
42624,filipino
45706,korean
8874,italian
23878,greek
47234,italian
24075,thai
46323,italian
22562,italian
11358,italian
9201,indian
38620,jamaican
47638,italian
21238,indian
11053,japanese
46602,indian
13937,mexican
21876,southern_us
20798,chinese
24381,chinese
48178,cajun_creole
45832,italian
27560,korean
23247,italian
28975,southern_us
43230,greek
9126,italian
13021,cajun_creole
28194,italian
25617,italian
36125,italian
16454,mexican
1607,chinese
38526,moroccan
18755,italian
12035,french
16047,greek
15419,italian
16971,indian
31459,italian
27888,french
13900,french
12376,thai
1658,korean
29431,italian
22290,italian
28464,italian
37953,korean
20814,korean
35987,italian
2329,italian
43237,mexican
30647,british
16675,italian
37722,indian
32438,chinese
20287,jamaican
43296,indian
6237,jamaican
48560,japanese
20810,mexican
34951,southern_us
31850,mexican
47745,jamaican
37815,chinese
9872,italian
5592,italian
27411,thai
39320,southern_us
40247,italian
19792,mexican
40754,italian
14365,mexican
14468,southern_us
47563,mexican
19611,italian
7163,italian
43069,irish
27505,chinese
36500,korean
25932,southern_us
817,italian
8471,italian
48250,southern_us
9413,cajun_creole
12097,italian
8416,mexican
5892,italian
676,italian
47015,chinese
21891,southern_us
14630,italian
36195,korean
25981,italian
39964,french
28298,italian
31954,mexican
26620,italian
14932,southern_us
47426,italian
1038,italian
8077,southern_us
37141,southern_us
45447,italian
9624,mexican
45589,italian
7265,italian
31844,italian
13046,italian
9867,southern_us
29184,moroccan
34783,french
2823,vietnamese
18932,mexican
11112,mexican
12859,mexican
9365,italian
44516,italian
18193,irish
46545,italian
9900,italian
14815,thai
39690,french
22193,southern_us
11739,italian
27311,chinese
36920,indian
7861,italian
29248,indian
43142,mexican
7574,italian
8610,mexican
989,italian
46926,mexican
40816,mexican
39726,chinese
42229,southern_us
10474,italian
22140,mexican
31985,indian
46165,japanese
20860,russian
42494,italian
15968,french
20484,vietnamese
26661,brazilian
47182,mexican
22528,southern_us
3861,italian
1203,french
45040,italian
33287,indian
10097,moroccan
42005,italian
12423,french
39613,filipino
30276,italian
18686,italian
3031,southern_us
40093,greek
182,italian
46591,italian
4092,chinese
13722,mexican
44575,italian
14989,french
13270,italian
25529,italian
12140,indian
23127,mexican
13523,italian
41270,southern_us
8362,italian
11735,italian
27935,italian
28198,mexican
37765,indian
33856,japanese
30198,filipino
42521,southern_us
21567,italian
36995,southern_us
24967,thai
45002,french
48925,italian
36914,italian
2280,southern_us
14729,cajun_creole
4594,italian
2237,mexican
45631,moroccan
2317,chinese
23079,brazilian
29333,chinese
48066,southern_us
15737,italian
30580,jamaican
1119,italian
46336,moroccan
5026,italian
10749,thai
31020,mexican
30805,italian
27653,southern_us
35060,mexican
39174,indian
49509,italian
31784,irish
31408,italian
36029,indian
11045,italian
6561,southern_us
26992,southern_us
31179,southern_us
35099,southern_us
11018,japanese
17930,mexican
21302,italian
46352,japanese
25132,italian
7010,mexican
25850,chinese
19601,mexican
7935,italian
34994,indian
25113,italian
45523,mexican
34977,cajun_creole
7124,italian
27514,spanish
27178,mexican
47880,korean
29197,french
16347,russian
20333,italian
29112,chinese
7510,spanish
13897,indian
35699,moroccan
20520,mexican
38920,italian
21775,indian
37475,japanese
40131,cajun_creole
1939,mexican
48268,cajun_creole
34815,italian
13797,italian
39063,chinese
29064,chinese
26896,french
29477,french
3352,italian
4966,italian
7316,italian
23879,mexican
16525,italian
32843,mexican
39574,italian
32737,mexican
44788,filipino
28772,italian
34189,mexican
33719,cajun_creole
25846,indian
1423,indian
4328,italian
579,italian
5219,indian
2314,southern_us
31143,italian
13409,vietnamese
3281,greek
15804,filipino
40835,southern_us
39262,korean
37013,indian
14807,jamaican
47956,italian
2580,mexican
13720,italian
23008,japanese
5951,italian
39312,mexican
6176,southern_us
17617,thai
57,mexican
43422,italian
49403,italian
44751,southern_us
21865,mexican
26584,mexican
39355,korean
14038,italian
45396,filipino
49715,italian
41515,indian
30445,french
4090,italian
17207,thai
40376,italian
19398,italian
22347,vietnamese
49671,mexican
40854,italian
926,southern_us
47919,mexican
20571,italian
18866,mexican
48742,mexican
14577,italian
29481,mexican
40996,italian
34470,french
31147,mexican
35932,italian
27221,italian
48301,italian
29925,japanese
48640,indian
22873,italian
10565,cajun_creole
15509,italian
37569,french
13306,italian
40474,italian
15182,italian
8609,chinese
32168,korean
1125,italian
25244,italian
46889,chinese
13841,filipino
47135,moroccan
29036,indian
43533,japanese
41631,brazilian
22124,mexican
18836,cajun_creole
35695,italian
5141,indian
41894,moroccan
4972,italian
34195,vietnamese
14183,greek
15188,thai
8734,italian
30946,southern_us
5588,cajun_creole
49554,british
1270,indian
1259,vietnamese
45986,greek
22351,southern_us
300,mexican
9278,southern_us
10021,indian
17014,southern_us
40855,italian
18362,japanese
16292,chinese
29924,italian
47174,cajun_creole
4856,italian
15417,mexican
19875,british
42228,moroccan
36264,italian
14571,italian
23496,italian
43879,italian
23431,indian
5499,italian
247,italian
48795,indian
47113,italian
489,mexican
13036,chinese
4838,italian
40630,indian
17576,french
29972,indian
8123,indian
35918,mexican
42669,italian
24632,russian
35740,indian
45670,italian
28041,filipino
46688,korean
10309,vietnamese
15367,indian
30562,southern_us
47151,southern_us
47300,thai
31200,southern_us
5749,southern_us
41807,italian
13990,italian
23572,greek
872,southern_us
38085,vietnamese
5248,italian
26309,italian
26880,mexican
41559,mexican
8059,mexican
26041,thai
30019,indian
7207,indian
30309,french
2092,italian
8023,chinese
4016,italian
24631,italian
35068,southern_us
8523,mexican
28463,italian
8629,french
43829,cajun_creole
22129,french
34505,chinese
38200,chinese
36513,japanese
32187,italian
7788,southern_us
31130,italian
40483,irish
2224,mexican
14143,southern_us
22889,mexican
17406,chinese
10451,spanish
19844,italian
23416,french
33874,greek
39951,italian
41361,mexican
44659,indian
8836,italian
21709,indian
22993,mexican
39191,chinese
17182,italian
20507,korean
42397,greek
18897,southern_us
3797,thai
11041,brazilian
807,vietnamese
3514,italian
12936,korean
15050,chinese
43377,cajun_creole
10471,chinese
30721,mexican
14333,indian
6260,chinese
7712,southern_us
19048,italian
21455,mexican
18575,southern_us
47647,french
35947,mexican
14499,italian
43525,greek
5723,italian
48497,italian
43822,french
525,italian
30594,mexican
47948,southern_us
2099,cajun_creole
43863,greek
24711,thai
15230,indian
21680,indian
36218,mexican
41622,chinese
34809,italian
5110,french
27214,french
34803,southern_us
36822,italian
6912,vietnamese
20373,french
29157,italian
6327,mexican
35502,mexican
8305,irish
35598,jamaican
48538,indian
49358,indian
44506,mexican
39146,indian
29270,italian
20560,italian
24169,southern_us
41537,italian
10431,italian
31517,french
34049,chinese
26964,italian
49655,italian
9101,italian
30377,italian
7046,indian
47969,italian
18971,french
38891,italian
29506,vietnamese
40305,italian
21255,italian
15578,italian
24894,southern_us
32089,chinese
46097,french
40982,italian
12543,italian
38366,italian
32925,spanish
17506,thai
48389,mexican
41804,korean
9961,vietnamese
24939,indian
39599,italian
45838,italian
48875,indian
25531,vietnamese
3009,cajun_creole
31965,greek
16901,italian
13370,italian
2954,filipino
40353,italian
8207,jamaican
10933,korean
38206,chinese
14110,mexican
19128,italian
32616,indian
27748,mexican
31858,mexican
20510,thai
17602,thai
35665,mexican
46589,indian
8178,mexican
34880,italian
42527,italian
29682,filipino
32166,thai
30343,british
15385,cajun_creole
18372,filipino
29211,italian
23269,korean
4561,thai
27365,mexican
49032,japanese
22064,italian
12060,mexican
47834,italian
25815,southern_us
34036,chinese
19326,filipino
44078,thai
31090,italian
17485,italian
708,italian
5350,korean
29754,italian
18309,italian
46871,southern_us
27300,southern_us
41890,southern_us
49548,jamaican
11392,italian
1354,thai
48819,cajun_creole
19097,french
42113,greek
24060,thai
25849,mexican
4543,french
25306,southern_us
41966,italian
48719,mexican
48191,thai
8826,italian
42703,italian
16083,greek
26613,italian
28088,italian
39965,italian
36239,italian
4322,moroccan
9951,italian
3045,southern_us
28585,greek
39841,italian
25913,italian
39715,korean
23135,italian
47022,indian
24160,southern_us
18619,italian
12574,korean
22681,indian
33692,mexican
