id,cuisine
18009,mexican
28583,french
41580,italian
29752,cajun_creole
35687,italian
38527,southern_us
19666,mexican
41217,chinese
28753,mexican
22659,southern_us
21749,italian
44967,italian
42969,indian
44883,italian
20827,mexican
23196,italian
35387,mexican
33780,mexican
19001,mexican
16526,southern_us
42455,mexican
47453,southern_us
42478,mexican
11885,chinese
16585,southern_us
29639,southern_us
26245,thai
38516,chinese
47520,italian
26212,italian
23696,mexican
14926,indian
13292,indian
27346,chinese
1384,chinese
15959,italian
42297,mexican
46235,mexican
21181,italian
9809,cajun_creole
22982,cajun_creole
23120,mexican
26743,italian
12741,mexican
7050,italian
22437,mexican
14760,cajun_creole
10649,french
48065,vietnamese
39931,japanese
32935,italian
40142,thai
19103,indian
38267,mexican
30512,italian
3324,chinese
26197,italian
384,thai
47230,indian
39748,mexican
41038,french
24878,italian
42624,italian
45706,mexican
8874,mexican
23878,mexican
47234,italian
24075,thai
46323,italian
22562,italian
11358,mexican
9201,indian
38620,italian
47638,southern_us
21238,indian
11053,indian
46602,indian
13937,mexican
21876,southern_us
20798,indian
24381,mexican
48178,cajun_creole
45832,italian
27560,chinese
23247,southern_us
28975,southern_us
43230,italian
9126,italian
13021,cajun_creole
28194,italian
25617,mexican
36125,italian
16454,mexican
1607,chinese
38526,indian
18755,southern_us
12035,southern_us
16047,italian
15419,italian
16971,indian
31459,mexican
27888,southern_us
13900,italian
12376,mexican
1658,japanese
29431,mexican
22290,mexican
28464,italian
37953,korean
20814,indian
35987,italian
2329,italian
43237,mexican
30647,french
16675,mexican
37722,mexican
32438,mexican
20287,italian
43296,indian
6237,italian
48560,korean
20810,mexican
34951,italian
31850,southern_us
47745,mexican
37815,mexican
9872,italian
5592,italian
27411,mexican
39320,mexican
40247,mexican
19792,mexican
40754,indian
14365,mexican
14468,mexican
47563,italian
19611,italian
7163,italian
43069,mexican
27505,chinese
36500,indian
25932,southern_us
817,italian
8471,southern_us
48250,southern_us
9413,cajun_creole
12097,cajun_creole
8416,mexican
5892,italian
676,mexican
47015,chinese
21891,italian
14630,mexican
36195,chinese
25981,mexican
39964,cajun_creole
28298,indian
31954,italian
26620,mexican
14932,italian
47426,mexican
1038,mexican
8077,mexican
37141,southern_us
45447,mexican
9624,italian
45589,mexican
7265,mexican
31844,mexican
13046,italian
9867,cajun_creole
29184,italian
34783,italian
2823,thai
18932,mexican
11112,mexican
12859,thai
9365,italian
44516,mexican
18193,irish
46545,italian
9900,italian
14815,thai
39690,italian
22193,italian
11739,mexican
27311,chinese
36920,indian
7861,japanese
29248,mexican
43142,mexican
7574,mexican
8610,mexican
989,italian
46926,mexican
40816,mexican
39726,indian
42229,southern_us
10474,italian
22140,mexican
31985,indian
46165,mexican
20860,italian
42494,italian
15968,cajun_creole
20484,vietnamese
26661,thai
47182,mexican
22528,indian
3861,thai
1203,italian
45040,chinese
33287,italian
10097,indian
42005,mexican
12423,italian
39613,italian
30276,southern_us
18686,mexican
3031,italian
40093,italian
182,italian
46591,mexican
4092,chinese
13722,southern_us
44575,italian
14989,italian
13270,italian
25529,italian
12140,indian
23127,mexican
13523,italian
41270,italian
8362,mexican
11735,mexican
27935,italian
28198,mexican
37765,indian
33856,italian
30198,italian
42521,italian
21567,italian
36995,mexican
24967,thai
45002,italian
48925,mexican
36914,mexican
2280,southern_us
14729,southern_us
4594,italian
2237,mexican
45631,indian
2317,italian
23079,mexican
29333,chinese
48066,mexican
15737,italian
30580,italian
1119,italian
46336,indian
5026,italian
10749,indian
31020,mexican
30805,italian
27653,italian
35060,mexican
39174,mexican
49509,italian
31784,southern_us
31408,mexican
36029,indian
11045,cajun_creole
6561,southern_us
26992,southern_us
31179,southern_us
35099,mexican
11018,chinese
17930,mexican
21302,italian
46352,chinese
25132,mexican
7010,mexican
25850,italian
19601,mexican
7935,mexican
34994,italian
25113,italian
45523,italian
34977,indian
7124,southern_us
27514,italian
27178,mexican
47880,indian
29197,mexican
16347,mexican
20333,mexican
29112,chinese
7510,italian
13897,cajun_creole
35699,italian
20520,mexican
38920,mexican
21775,indian
37475,chinese
40131,mexican
1939,mexican
48268,italian
