id,cuisine
18009,irish
28583,mexican
41580,italian
29752,cajun_creole
35687,japanese
38527,southern_us
19666,japanese
41217,japanese
28753,mexican
22659,irish
21749,italian
44967,japanese
42969,indian
44883,italian
20827,southern_us
23196,italian
35387,mexican
33780,southern_us
19001,mexican
16526,japanese
42455,japanese
47453,japanese
42478,irish
11885,mexican
16585,italian
29639,southern_us
26245,mexican
38516,korean
47520,italian
26212,italian
23696,mexican
14926,indian
13292,japanese
27346,japanese
1384,southern_us
15959,mexican
42297,russian
46235,indian
21181,indian
9809,cajun_creole
22982,cajun_creole
23120,japanese
26743,italian
12741,mexican
7050,italian
22437,italian
14760,spanish
10649,indian
48065,japanese
39931,chinese
32935,italian
40142,mexican
19103,indian
38267,italian
30512,italian
3324,japanese
26197,italian
384,japanese
47230,italian
39748,mexican
41038,french
24878,mexican
42624,italian
45706,korean
8874,mexican
23878,italian
47234,italian
24075,mexican
46323,italian
22562,italian
11358,mexican
9201,indian
38620,italian
47638,southern_us
21238,indian
11053,japanese
46602,indian
13937,mexican
21876,italian
20798,indian
24381,mexican
48178,spanish
45832,italian
27560,korean
23247,southern_us
28975,japanese
43230,greek
9126,italian
13021,cajun_creole
28194,chinese
25617,jamaican
36125,italian
16454,mexican
1607,italian
38526,moroccan
18755,mexican
12035,italian
16047,italian
15419,italian
16971,indian
31459,southern_us
27888,mexican
13900,italian
12376,thai
1658,japanese
29431,mexican
22290,italian
28464,italian
37953,korean
20814,indian
35987,mexican
2329,italian
43237,mexican
30647,southern_us
16675,italian
37722,mexican
32438,japanese
20287,indian
43296,indian
6237,mexican
48560,korean
20810,mexican
34951,italian
31850,mexican
47745,mexican
37815,mexican
9872,italian
5592,italian
27411,mexican
39320,irish
40247,southern_us
19792,mexican
40754,italian
14365,mexican
14468,irish
47563,mexican
19611,italian
7163,mexican
43069,irish
27505,mexican
36500,japanese
25932,jamaican
817,italian
8471,mexican
48250,irish
9413,mexican
12097,cajun_creole
8416,mexican
5892,italian
676,mexican
47015,japanese
21891,italian
14630,italian
36195,japanese
25981,mexican
39964,italian
28298,indian
31954,mexican
26620,mexican
14932,southern_us
47426,mexican
1038,irish
8077,southern_us
37141,southern_us
45447,mexican
9624,mexican
45589,southern_us
7265,italian
31844,southern_us
13046,italian
9867,southern_us
29184,italian
34783,italian
2823,mexican
18932,mexican
11112,mexican
12859,mexican
9365,italian
44516,mexican
18193,irish
46545,italian
9900,italian
14815,mexican
39690,italian
22193,southern_us
11739,mexican
27311,italian
36920,indian
7861,indian
29248,moroccan
43142,mexican
7574,mexican
8610,mexican
989,italian
46926,mexican
40816,mexican
39726,indian
42229,indian
10474,italian
22140,mexican
31985,indian
46165,japanese
20860,italian
42494,italian
15968,mexican
20484,italian
26661,italian
47182,mexican
22528,southern_us
3861,indian
1203,moroccan
45040,japanese
33287,indian
10097,indian
42005,irish
12423,spanish
39613,mexican
30276,southern_us
18686,mexican
3031,mexican
40093,italian
182,moroccan
46591,mexican
4092,japanese
13722,southern_us
44575,italian
14989,italian
13270,southern_us
25529,italian
12140,indian
23127,mexican
13523,italian
41270,italian
8362,japanese
11735,mexican
27935,italian
28198,mexican
37765,indian
33856,japanese
30198,italian
42521,mexican
21567,irish
36995,irish
24967,thai
45002,mexican
48925,japanese
36914,mexican
2280,southern_us
14729,southern_us
4594,italian
2237,moroccan
45631,moroccan
2317,mexican
23079,southern_us
29333,indian
48066,indian
15737,italian
30580,italian
1119,italian
46336,moroccan
5026,mexican
10749,indian
31020,mexican
30805,japanese
27653,italian
35060,mexican
39174,mexican
49509,italian
31784,southern_us
31408,mexican
36029,indian
11045,italian
6561,southern_us
26992,southern_us
31179,mexican
35099,mexican
11018,japanese
17930,mexican
21302,japanese
46352,japanese
25132,mexican
7010,mexican
25850,southern_us
19601,mexican
7935,italian
34994,mexican
25113,italian
45523,italian
34977,southern_us
7124,mexican
27514,southern_us
27178,mexican
47880,korean
29197,mexican
16347,irish
20333,mexican
29112,japanese
7510,italian
13897,southern_us
35699,moroccan
20520,mexican
38920,mexican
21775,indian
37475,japanese
40131,mexican
1939,mexican
48268,italian
34815,japanese
13797,italian
39063,mexican
29064,japanese
26896,spanish
29477,mexican
3352,southern_us
4966,mexican
7316,italian
23879,mexican
16525,italian
32843,moroccan
39574,mexican
32737,mexican
44788,indian
28772,italian
