id,cuisine
18009,korean
28583,filipino
41580,mexican
29752,korean
35687,filipino
38527,mexican
19666,korean
41217,korean
28753,mexican
22659,korean
21749,mexican
44967,mexican
42969,korean
44883,italian
20827,korean
23196,mexican
35387,mexican
33780,mexican
19001,mexican
16526,filipino
42455,korean
47453,filipino
42478,korean
11885,mexican
16585,italian
29639,korean
26245,filipino
38516,korean
47520,mexican
26212,italian
23696,korean
14926,mexican
13292,filipino
27346,korean
1384,korean
15959,mexican
42297,filipino
46235,korean
21181,filipino
9809,korean
22982,korean
23120,korean
26743,italian
12741,mexican
7050,korean
22437,mexican
14760,mexican
10649,filipino
48065,korean
39931,korean
32935,mexican
40142,mexican
19103,mexican
38267,filipino
30512,italian
3324,korean
26197,filipino
384,korean
47230,korean
39748,mexican
41038,mexican
24878,mexican
42624,filipino
45706,korean
8874,korean
23878,mexican
47234,filipino
24075,filipino
46323,mexican
22562,italian
11358,filipino
9201,mexican
38620,korean
47638,mexican
21238,korean
11053,korean
46602,korean
13937,mexican
21876,mexican
20798,mexican
24381,korean
48178,mexican
45832,korean
27560,korean
23247,mexican
28975,mexican
43230,filipino
9126,mexican
13021,korean
28194,korean
25617,korean
36125,italian
16454,mexican
1607,korean
38526,korean
18755,mexican
12035,mexican
16047,mexican
15419,mexican
16971,mexican
31459,korean
27888,mexican
13900,filipino
12376,mexican
1658,korean
29431,mexican
22290,mexican
28464,mexican
37953,korean
20814,filipino
35987,italian
2329,italian
43237,filipino
30647,filipino
16675,mexican
37722,korean
32438,filipino
20287,korean
43296,korean
6237,italian
48560,korean
20810,mexican
34951,italian
31850,filipino
47745,mexican
37815,mexican
9872,italian
5592,mexican
27411,korean
39320,mexican
40247,mexican
19792,korean
40754,filipino
14365,mexican
14468,korean
47563,mexican
19611,korean
7163,mexican
43069,korean
27505,korean
36500,indian
25932,korean
817,filipino
8471,mexican
48250,korean
9413,mexican
12097,korean
8416,mexican
5892,mexican
676,korean
47015,filipino
21891,korean
14630,filipino
36195,korean
25981,brazilian
39964,korean
28298,indian
31954,korean
26620,mexican
14932,mexican
47426,brazilian
1038,korean
8077,mexican
37141,mexican
45447,filipino
9624,mexican
45589,korean
7265,korean
31844,korean
13046,filipino
9867,mexican
29184,filipino
34783,filipino
2823,mexican
18932,korean
11112,mexican
12859,mexican
9365,italian
44516,mexican
18193,filipino
46545,mexican
9900,italian
14815,mexican
39690,italian
22193,mexican
11739,korean
27311,filipino
36920,indian
7861,filipino
29248,korean
43142,mexican
7574,korean
8610,mexican
989,mexican
46926,korean
40816,mexican
39726,indian
42229,korean
10474,mexican
22140,mexican
31985,korean
46165,korean
20860,italian
42494,italian
15968,filipino
20484,filipino
26661,mexican
47182,mexican
22528,indian
3861,brazilian
1203,mexican
45040,korean
33287,korean
10097,korean
42005,korean
12423,korean
39613,filipino
30276,mexican
18686,mexican
3031,mexican
40093,mexican
182,mexican
46591,filipino
4092,korean
13722,mexican
44575,italian
14989,mexican
13270,mexican
25529,italian
12140,korean
23127,mexican
13523,mexican
41270,filipino
8362,korean
11735,mexican
27935,italian
28198,mexican
37765,indian
33856,korean
30198,filipino
42521,mexican
21567,mexican
36995,korean
24967,thai
45002,korean
48925,mexican
36914,mexican
2280,mexican
14729,filipino
4594,italian
2237,mexican
45631,korean
2317,filipino
23079,korean
29333,korean
48066,filipino
15737,mexican
30580,mexican
1119,korean
46336,indian
5026,italian
10749,korean
31020,filipino
30805,korean
27653,filipino
35060,mexican
39174,korean
49509,mexican
31784,mexican
31408,filipino
36029,indian
11045,filipino
6561,mexican
26992,mexican
31179,mexican
35099,mexican
11018,korean
17930,mexican
21302,filipino
46352,chinese
25132,filipino
7010,mexican
25850,mexican
19601,mexican
7935,mexican
34994,filipino
25113,filipino
45523,korean
34977,filipino
7124,filipino
27514,mexican
27178,mexican
47880,korean
29197,filipino
16347,mexican
20333,mexican
29112,filipino
7510,mexican
13897,mexican
35699,mexican
20520,mexican
38920,mexican
21775,indian
37475,korean
40131,korean
1939,mexican
48268,filipino
34815,korean
13797,filipino
39063,korean
29064,korean
26896,filipino
29477,mexican
3352,filipino
4966,mexican
7316,filipino
23879,mexican
16525,mexican
32843,filipino
39574,filipino
32737,mexican
44788,filipino
28772,mexican
34189,mexican
33719,mexican
25846,mexican
1423,mexican
4328,filipino
579,korean
5219,mexican
2314,korean
31143,korean
13409,korean
3281,italian
15804,filipino
40835,mexican
39262,korean
37013,korean
14807,filipino
47956,filipino
2580,mexican
13720,italian
23008,korean
5951,korean
39312,filipino
6176,mexican
17617,korean
57,mexican
43422,indian
49403,korean
44751,mexican
21865,mexican
26584,korean
39355,korean
14038,mexican
45396,mexican
49715,mexican
41515,thai
30445,mexican
4090,mexican
17207,thai
40376,italian
19398,italian
22347,korean
49671,mexican
40854,italian
926,korean
47919,filipino
20571,korean
18866,mexican
48742,filipino
14577,filipino
29481,italian
40996,brazilian
34470,mexican
31147,mexican
35932,mexican
27221,italian
48301,filipino
29925,filipino
48640,korean
22873,mexican
10565,korean
15509,mexican
37569,filipino
13306,indian
40474,brazilian
15182,mexican
8609,korean
32168,korean
1125,mexican
25244,mexican
46889,korean
13841,filipino
47135,korean
29036,indian
43533,korean
41631,mexican
22124,mexican
18836,korean
35695,filipino
5141,korean
41894,korean
4972,korean
34195,filipino
14183,korean
15188,korean
8734,mexican
30946,mexican
5588,mexican
49554,mexican
1270,filipino
1259,korean
45986,mexican
22351,mexican
300,korean
9278,mexican
10021,korean
17014,korean
40855,mexican
18362,korean
16292,korean
29924,korean
47174,mexican
4856,mexican
15417,italian
19875,korean
42228,indian
36264,italian
14571,mexican
23496,filipino
43879,mexican
23431,mexican
5499,mexican
247,filipino
48795,korean
47113,filipino
489,korean
13036,korean
4838,filipino
40630,indian
17576,korean
29972,filipino
8123,mexican
35918,filipino
42669,korean
24632,korean
35740,mexican
45670,italian
28041,filipino
46688,korean
10309,mexican
15367,filipino
30562,italian
47151,mexican
47300,korean
31200,korean
5749,mexican
41807,mexican
13990,mexican
23572,mexican
872,mexican
38085,filipino
5248,filipino
26309,korean
26880,mexican
41559,mexican
8059,filipino
26041,thai
30019,korean
7207,filipino
30309,italian
2092,mexican
8023,korean
4016,mexican
24631,filipino
35068,mexican
8523,mexican
28463,filipino
8629,filipino
43829,mexican
22129,filipino
34505,mexican
38200,korean
36513,korean
32187,italian
7788,korean
31130,korean
40483,korean
2224,korean
14143,korean
22889,korean
17406,korean
10451,filipino
19844,mexican
23416,mexican
33874,mexican
39951,filipino
41361,filipino
44659,korean
8836,indian
21709,indian
22993,mexican
39191,korean
17182,mexican
20507,korean
42397,mexican
18897,korean
3797,mexican
11041,mexican
807,filipino
3514,mexican
12936,mexican
15050,mexican
43377,korean
10471,korean
30721,mexican
14333,indian
6260,korean
7712,mexican
19048,mexican
21455,mexican
18575,mexican
47647,filipino
35947,mexican
14499,italian
43525,korean
5723,filipino
48497,italian
43822,mexican
525,filipino
30594,italian
47948,mexican
2099,filipino
43863,filipino
24711,mexican
15230,korean
21680,korean
36218,mexican
41622,korean
34809,italian
5110,filipino
27214,korean
34803,korean
36822,filipino
6912,korean
20373,filipino
29157,filipino
6327,mexican
35502,mexican
8305,korean
35598,mexican
48538,korean
49358,filipino
44506,mexican
39146,indian
29270,mexican
20560,korean
24169,mexican
41537,italian
10431,filipino
31517,filipino
34049,korean
26964,mexican
49655,italian
9101,mexican
30377,mexican
7046,korean
47969,mexican
18971,mexican
38891,filipino
29506,korean
40305,filipino
21255,brazilian
15578,brazilian
24894,mexican
32089,korean
46097,filipino
40982,mexican
12543,mexican
38366,korean
32925,mexican
17506,mexican
48389,mexican
41804,korean
9961,korean
24939,mexican
39599,filipino
45838,mexican
48875,mexican
25531,korean
3009,korean
31965,filipino
16901,italian
13370,mexican
2954,filipino
40353,mexican
8207,korean
10933,korean
38206,korean
14110,mexican
19128,mexican
32616,korean
27748,mexican
31858,mexican
20510,korean
17602,mexican
35665,korean
46589,indian
8178,mexican
34880,italian
42527,mexican
29682,filipino
32166,mexican
30343,korean
15385,korean
18372,mexican
29211,mexican
23269,korean
4561,mexican
27365,mexican
49032,korean
22064,filipino
12060,korean
47834,korean
25815,filipino
34036,korean
19326,korean
44078,mexican
31090,korean
17485,mexican
708,italian
5350,filipino
29754,mexican
18309,mexican
46871,mexican
27300,mexican
41890,filipino
49548,indian
11392,korean
1354,mexican
48819,mexican
19097,mexican
42113,mexican
24060,filipino
25849,korean
4543,korean
25306,mexican
41966,mexican
48719,mexican
48191,filipino
8826,mexican
42703,italian
16083,italian
26613,mexican
28088,mexican
39965,korean
36239,filipino
4322,korean
9951,italian
3045,mexican
28585,filipino
39841,filipino
25913,korean
39715,mexican
23135,filipino
47022,indian
24160,korean
18619,italian
12574,korean
22681,mexican
33692,filipino
538,mexican
22118,filipino
21890,indian
36340,korean
27973,mexican
12870,korean
22564,filipino
35063,korean
7000,mexican
11318,indian
47001,korean
11395,korean
23507,filipino
47242,mexican
48957,filipino
17721,mexican
25138,mexican
47438,filipino
47162,mexican
42459,mexican
6486,filipino
24116,mexican
31596,korean
38887,korean
10665,korean
13712,filipino
2633,italian
35784,korean
45204,mexican
46722,mexican
34949,mexican
35321,filipino
46430,mexican
34431,mexican
30890,mexican
42132,korean
15702,filipino
47719,korean
45160,mexican
20600,filipino
10800,italian
30479,mexican
9457,korean
26571,korean
42942,mexican
36635,mexican
43617,korean
16911,brazilian
122,korean
22340,italian
37007,mexican
23595,mexican
25233,mexican
5503,korean
47338,mexican
44695,filipino
7141,korean
14564,italian
19655,korean
35326,mexican
35922,mexican
28171,filipino
1322,mexican
14923,mexican
42344,italian
16380,mexican
15233,indian
8338,brazilian
41014,korean
30440,mexican
23043,filipino
20788,filipino
14375,korean
1184,filipino
34280,korean
46171,korean
31834,korean
14759,mexican
15855,korean
6662,italian
15056,filipino
34873,filipino
20089,filipino
20015,mexican
18402,mexican
6418,mexican
1454,filipino
14070,korean
26424,korean
27349,mexican
26459,filipino
13151,filipino
12264,filipino
18366,filipino
46851,filipino
18954,mexican
39858,mexican
43500,korean
21656,mexican
10505,korean
5313,indian
28951,korean
19961,korean
1795,korean
9917,mexican
26180,mexican
9726,mexican
47689,filipino
7866,mexican
41625,mexican
35160,filipino
4430,filipino
39082,mexican
46186,indian
11988,indian
24177,korean
31849,filipino
41194,mexican
36968,korean
42330,filipino
36791,thai
19704,mexican
4933,korean
4255,korean
37105,mexican
35848,filipino
17416,mexican
39066,mexican
36270,korean
24406,korean
20517,korean
27630,mexican
19670,mexican
4685,filipino
45260,filipino
378,korean
40841,mexican
27632,korean
12193,brazilian
38047,mexican
10170,mexican
25043,korean
23851,filipino
14743,filipino
13294,mexican
26466,filipino
32002,korean
37526,korean
8888,italian
38945,filipino
38546,mexican
38869,filipino
10556,korean
3296,mexican
25977,mexican
32025,mexican
44087,italian
32762,mexican
824,mexican
44636,italian
542,filipino
38218,korean
41930,mexican
1987,korean
37378,mexican
8873,mexican
1513,filipino
44013,korean
38042,korean
11576,korean
24510,filipino
823,mexican
23443,korean
34870,korean
3846,mexican
14993,korean
16854,mexican
5886,korean
33793,mexican
2999,mexican
20843,italian
29153,filipino
33790,mexican
16516,mexican
37887,italian
18466,korean
48033,mexican
45404,filipino
4175,mexican
31986,italian
38555,korean
26832,korean
19810,mexican
49086,korean
39579,filipino
25551,korean
42549,korean
22052,mexican
45632,mexican
4143,mexican
11310,filipino
32839,korean
48171,filipino
22896,mexican
10878,mexican
31643,mexican
47624,korean
35141,filipino
13498,korean
24566,mexican
16533,mexican
15437,mexican
19426,mexican
32416,brazilian
2427,mexican
9178,korean
40606,filipino
28450,korean
7946,italian
21756,mexican
17843,mexican
44066,korean
7427,korean
11297,korean
42965,mexican
23067,korean
35066,brazilian
27938,mexican
39075,mexican
20200,filipino
19823,korean
12336,korean
34714,mexican
45388,mexican
25639,mexican
33985,mexican
25524,mexican
19641,korean
11106,filipino
22165,mexican
35412,mexican
23475,korean
1570,filipino
12815,korean
37253,korean
16900,filipino
7701,korean
49391,mexican
1132,filipino
13051,mexican
2284,filipino
21410,mexican
25604,mexican
45746,mexican
35911,filipino
26608,korean
16991,mexican
40657,mexican
47960,mexican
38408,korean
1295,korean
40139,filipino
38538,italian
26420,mexican
10326,mexican
5181,mexican
18210,mexican
3241,korean
27062,mexican
41527,mexican
45484,mexican
38755,filipino
47246,italian
164,filipino
723,mexican
299,filipino
1519,italian
34077,korean
45254,mexican
